  1.2700000e+002  1.7000000e+001 -7.1574359e-001
  1.3800000e+002  1.7000000e+001 -7.3997488e-001
  1.0300000e+002  1.8000000e+001 -5.1325227e-001
  1.8700000e+002  4.9000000e+001 -9.6756647e-001
  2.8600000e+002  1.1100000e+002 -1.7856117e+000
  1.1200000e+002  1.1200000e+002  3.1234128e+000
  2.7200000e+002  1.3200000e+002 -2.3877629e+000
  3.0300000e+002  1.8600000e+002 -2.4450687e+000
  2.8200000e+002  2.0700000e+002 -2.0560233e+000
  2.7200000e+002  2.1500000e+002 -2.5247914e+000
  2.4100000e+002  2.3900000e+002 -1.8370484e+000
  2.5700000e+002  2.3900000e+002 -1.9974238e+000
  2.0300000e+002  5.0000000e+001 -1.0171150e+000
  1.7700000e+002  7.4000000e+001  2.5247914e+000
  2.4400000e+002  8.1000000e+001  1.2545102e+000
  2.6100000e+002  8.1000000e+001  1.2220253e+000
  2.7700000e+002  8.1000000e+001  1.3045443e+000
  3.0400000e+002  9.8000000e+001 -2.4858970e+000
  2.9300000e+002  8.1000000e+001  1.2827409e+000
  3.0400000e+002  8.7000000e+001 -2.2634382e+000
  2.2200000e+002  9.2000000e+001  1.1747149e+000
  2.7200000e+002  1.2100000e+002 -2.3561945e+000
  2.3400000e+002  1.1300000e+002  8.7427234e-001
  3.0400000e+002  1.7500000e+002 -2.6283404e+000
  2.9000000e+002  1.4500000e+002  1.0575441e+000
  1.8000000e+001  1.8600000e+002  4.2662749e-001
  1.1300000e+002  1.0100000e+002 -2.8753406e+000
  1.1200000e+002  1.0300000e+002 -1.7985350e-001
  1.1400000e+002  1.0300000e+002  4.8759513e-001
  1.2700000e+002  1.7000000e+001  1.0000000e+000
  1.2600000e+002  1.8000000e+001  1.0000000e+000
  1.2500000e+002  1.8000000e+001  1.0000000e+000
  1.2400000e+002  1.9000000e+001  1.0000000e+000
  1.2300000e+002  2.0000000e+001  1.0000000e+000
  1.2300000e+002  2.1000000e+001  1.0000000e+000
  1.2300000e+002  2.2000000e+001  1.0000000e+000
  1.2200000e+002  2.3000000e+001  1.0000000e+000
  1.2200000e+002  2.4000000e+001  1.0000000e+000
  1.2100000e+002  2.5000000e+001  1.0000000e+000
  1.2100000e+002  2.6000000e+001  1.0000000e+000
  1.3800000e+002  1.7000000e+001  2.0000000e+000
  1.3700000e+002  1.8000000e+001  2.0000000e+000
  1.3600000e+002  1.8000000e+001  2.0000000e+000
  1.3500000e+002  1.9000000e+001  2.0000000e+000
  1.3400000e+002  2.0000000e+001  2.0000000e+000
  1.3400000e+002  2.1000000e+001  2.0000000e+000
  1.3400000e+002  2.2000000e+001  2.0000000e+000
  1.3300000e+002  2.3000000e+001  2.0000000e+000
  1.3200000e+002  2.4000000e+001  2.0000000e+000
  1.3200000e+002  2.5000000e+001  2.0000000e+000
  1.3100000e+002  2.6000000e+001  2.0000000e+000
  1.0300000e+002  1.8000000e+001  3.0000000e+000
  1.0200000e+002  1.9000000e+001  3.0000000e+000
  1.0100000e+002  2.0000000e+001  3.0000000e+000
  1.0100000e+002  2.1000000e+001  3.0000000e+000
  1.0000000e+002  2.2000000e+001  3.0000000e+000
  1.0000000e+002  2.3000000e+001  3.0000000e+000
  1.0000000e+002  2.4000000e+001  3.0000000e+000
  9.9000000e+001  2.5000000e+001  3.0000000e+000
  9.9000000e+001  2.6000000e+001  3.0000000e+000
  9.9000000e+001  2.7000000e+001  3.0000000e+000
  9.8000000e+001  2.8000000e+001  3.0000000e+000
  1.8700000e+002  4.9000000e+001  4.0000000e+000
  1.8600000e+002  5.0000000e+001  4.0000000e+000
  1.8500000e+002  5.0000000e+001  4.0000000e+000
  1.8400000e+002  5.1000000e+001  4.0000000e+000
  1.8300000e+002  5.1000000e+001  4.0000000e+000
  1.8200000e+002  5.2000000e+001  4.0000000e+000
  1.8100000e+002  5.3000000e+001  4.0000000e+000
  1.8000000e+002  5.4000000e+001  4.0000000e+000
  1.7900000e+002  5.5000000e+001  4.0000000e+000
  1.7800000e+002  5.6000000e+001  4.0000000e+000
  2.8600000e+002  1.1100000e+002  5.0000000e+000
  2.8500000e+002  1.1100000e+002  5.0000000e+000
  2.8400000e+002  1.1100000e+002  5.0000000e+000
  2.8300000e+002  1.1100000e+002  5.0000000e+000
  2.8200000e+002  1.1000000e+002  5.0000000e+000
  2.8100000e+002  1.1000000e+002  5.0000000e+000
  2.8000000e+002  1.1000000e+002  5.0000000e+000
  2.7900000e+002  1.0900000e+002  5.0000000e+000
  2.7800000e+002  1.0900000e+002  5.0000000e+000
  2.7700000e+002  1.0900000e+002  5.0000000e+000
  2.7600000e+002  1.0800000e+002  5.0000000e+000
  1.1200000e+002  1.1200000e+002  6.0000000e+000
  1.1200000e+002  1.1100000e+002  6.0000000e+000
  1.1200000e+002  1.1000000e+002  6.0000000e+000
  1.1200000e+002  1.0900000e+002  6.0000000e+000
  1.1200000e+002  1.0800000e+002  6.0000000e+000
  1.1200000e+002  1.0700000e+002  6.0000000e+000
  1.1200000e+002  1.0600000e+002  6.0000000e+000
  1.1200000e+002  1.0500000e+002  6.0000000e+000
  1.1200000e+002  1.0400000e+002  6.0000000e+000
  1.1200000e+002  1.0300000e+002  6.0000000e+000
  1.1300000e+002  1.0200000e+002  6.0000000e+000
  2.7200000e+002  1.3200000e+002  7.0000000e+000
  2.7100000e+002  1.3100000e+002  7.0000000e+000
  2.7100000e+002  1.3000000e+002  7.0000000e+000
  2.7000000e+002  1.2900000e+002  7.0000000e+000
  2.6900000e+002  1.2800000e+002  7.0000000e+000
  2.6800000e+002  1.2700000e+002  7.0000000e+000
  2.6700000e+002  1.2700000e+002  7.0000000e+000
  2.6600000e+002  1.2600000e+002  7.0000000e+000
  2.6500000e+002  1.2500000e+002  7.0000000e+000
  2.6400000e+002  1.2400000e+002  7.0000000e+000
  2.6300000e+002  1.2400000e+002  7.0000000e+000
  3.0300000e+002  1.8600000e+002  8.0000000e+000
  3.0200000e+002  1.8500000e+002  8.0000000e+000
  3.0200000e+002  1.8400000e+002  8.0000000e+000
  3.0100000e+002  1.8300000e+002  8.0000000e+000
  3.0000000e+002  1.8200000e+002  8.0000000e+000
  2.9900000e+002  1.8100000e+002  8.0000000e+000
  2.9800000e+002  1.8000000e+002  8.0000000e+000
  2.9700000e+002  1.7900000e+002  8.0000000e+000
  2.9600000e+002  1.7800000e+002  8.0000000e+000
  2.9500000e+002  1.7700000e+002  8.0000000e+000
