   6.8000000e+01   3.4000000e+01  -5.2327832e-01
   1.2200000e+02   6.4000000e+01   2.0241350e+00
   2.1100000e+02   5.0000000e+01   1.3318599e+00
   1.7900000e+02   5.6000000e+01   1.2722974e+00
   2.8100000e+02   1.2200000e+02  -2.6576433e+00
   1.2500000e+02   6.7000000e+01  -1.7759617e-01
   1.3600000e+02   6.9000000e+01  -2.0232163e-01
   1.7700000e+02   7.1000000e+01   8.9919017e-01
   3.0400000e+02   1.8100000e+02  -2.7198054e+00
   2.9100000e+02   1.3000000e+02   6.1881477e-01
   9.3000000e+01   1.6900000e+02   7.6317960e-01
   4.4000000e+01   2.2400000e+02  -2.1498706e+00
   2.2800000e+02   2.2400000e+02  -2.2264920e+00
   6.9000000e+01   6.1000000e+01   2.8231424e+00
   6.7000000e+01   6.2000000e+01  -5.4230274e-01
   6.9000000e+01   6.3000000e+01   4.5037405e-01
   6.8000000e+01   3.4000000e+01   1.0000000e+00
   6.7000000e+01   3.5000000e+01   1.0000000e+00
   6.6000000e+01   3.6000000e+01   1.0000000e+00
   6.5000000e+01   3.7000000e+01   1.0000000e+00
   6.5000000e+01   3.8000000e+01   1.0000000e+00
   6.5000000e+01   3.9000000e+01   1.0000000e+00
   6.4000000e+01   4.0000000e+01   1.0000000e+00
   6.4000000e+01   4.1000000e+01   1.0000000e+00
   6.4000000e+01   4.2000000e+01   1.0000000e+00
   6.3000000e+01   4.3000000e+01   1.0000000e+00
   6.3000000e+01   4.4000000e+01   1.0000000e+00
   6.3000000e+01   4.5000000e+01   1.0000000e+00
   6.2000000e+01   4.6000000e+01   1.0000000e+00
   1.2200000e+02   6.4000000e+01   2.0000000e+00
   1.2300000e+02   6.3000000e+01   2.0000000e+00
   1.2400000e+02   6.3000000e+01   2.0000000e+00
   1.2500000e+02   6.3000000e+01   2.0000000e+00
   1.2600000e+02   6.2000000e+01   2.0000000e+00
   1.2700000e+02   6.2000000e+01   2.0000000e+00
   1.2800000e+02   6.2000000e+01   2.0000000e+00
   1.2900000e+02   6.1000000e+01   2.0000000e+00
   1.3000000e+02   6.0000000e+01   2.0000000e+00
   1.3100000e+02   6.0000000e+01   2.0000000e+00
   1.3200000e+02   5.9000000e+01   2.0000000e+00
   1.3300000e+02   5.8000000e+01   2.0000000e+00
   1.3400000e+02   5.7000000e+01   2.0000000e+00
   2.1100000e+02   5.0000000e+01   3.0000000e+00
   2.1200000e+02   5.0000000e+01   3.0000000e+00
   2.1300000e+02   5.0000000e+01   3.0000000e+00
